Age,Age_Group,Gender,Education_Level,Preferred_Study_Time,Learning_Goal,Language_Preference,Prefers_Diagrams,Likes_Listening,Enjoys_Reading,HandsOn_Activities,Remembers_Pictures,Prefers_Lectures,Writes_Notes,Builds_Models,Watches_Videos,Participates_Discussions,Reads_Textbooks,Does_Experiments,Draws_Mindmaps,Listens_MusicWhileStudying,Moves_WhileLearning,Style
29,Young Adult,Other,PhD,Night,Hobby,Gujarati,5,1,4,4,2,3,5,3,1,3,5,1,5,1,1,Read/Write
34,Adult 30+,Female,High School,Morning,Exams,Gujarati,3,3,3,3,3,5,5,1,4,2,3,5,4,2,2,Visual
13,Teen,Male,PhD,Afternoon,Skill Development,Hindi,2,2,5,2,5,2,4,3,1,2,5,4,5,2,3,Read/Write
19,Teen,Other,Primary School,Afternoon,Career Growth,Gujarati,4,2,1,3,4,2,3,2,5,4,1,4,5,1,2,Visual
34,Adult 30+,Other,Primary School,Evening,Skill Development,Other,3,1,5,3,5,4,4,2,1,1,5,2,5,3,2,Read/Write
19,Teen,Female,High School,Night,Hobby,Hindi,2,5,2,4,4,2,2,4,2,3,3,4,4,2,4,Kinesthetic
12,Child,Female,High School,Evening,Hobby,Gujarati,3,1,5,2,2,3,3,4,1,2,4,5,4,2,3,Read/Write
13,Teen,Other,Undergraduate,Afternoon,Hobby,Gujarati,3,3,4,2,1,1,4,3,3,3,5,2,1,2,5,Read/Write
14,Teen,Other,High School,Night,Skill Development,Gujarati,2,2,5,3,4,1,5,5,5,2,5,1,4,1,2,Read/Write
27,Young Adult,Other,High School,Evening,Hobby,Other,2,4,4,2,4,3,4,5,1,2,5,3,2,1,1,Read/Write
17,Teen,Other,Postgraduate,Morning,Skill Development,English,1,2,5,2,2,1,3,1,1,1,5,2,1,2,1,Read/Write
24,Young Adult,Female,Postgraduate,Afternoon,Skill Development,Hindi,2,1,3,4,1,2,3,5,5,1,1,5,1,3,3,Kinesthetic
22,Young Adult,Other,High School,Evening,Exams,Hindi,1,2,5,3,5,1,4,3,2,4,4,3,1,1,1,Read/Write
31,Adult 30+,Male,Undergraduate,Morning,Hobby,Hindi,5,4,1,3,1,5,3,2,1,3,3,1,3,4,1,Auditory
27,Young Adult,Male,High School,Morning,Hobby,Gujarati,1,4,3,1,3,4,1,3,5,4,1,3,4,5,1,Auditory
7,Child,Female,High School,Evening,Hobby,Hindi,2,5,2,2,2,5,2,1,3,4,4,2,3,4,5,Auditory
28,Young Adult,Female,Primary School,Morning,Hobby,Other,1,4,2,3,2,3,3,4,2,4,3,2,2,5,1,Auditory
13,Teen,Female,Primary School,Afternoon,Career Growth,Other,2,4,5,1,4,3,4,2,3,1,5,4,3,3,5,Read/Write
19,Teen,Female,High School,Afternoon,Skill Development,Gujarati,5,2,5,1,3,2,3,1,3,2,5,3,2,1,2,Read/Write
34,Adult 30+,Other,PhD,Morning,Skill Development,Other,3,1,4,5,1,1,2,4,3,1,5,4,5,2,5,Kinesthetic
32,Adult 30+,Male,High School,Afternoon,Exams,Hindi,5,3,2,2,3,5,3,2,4,3,3,2,4,5,1,Auditory
14,Teen,Female,Postgraduate,Night,Skill Development,Hindi,2,2,5,5,1,2,5,3,3,2,4,3,2,2,2,Read/Write
22,Young Adult,Male,Primary School,Afternoon,Skill Development,English,2,5,2,4,1,3,4,3,3,5,1,1,4,3,1,Auditory
13,Teen,Other,PhD,Evening,Hobby,Other,2,1,3,4,1,5,1,5,1,3,1,3,3,3,4,Kinesthetic
34,Adult 30+,Female,Postgraduate,Night,Skill Development,Hindi,1,4,4,2,1,5,1,2,5,5,5,2,1,5,1,Auditory
22,Young Adult,Other,High School,Afternoon,Career Growth,Hindi,3,4,2,5,4,5,1,5,2,5,1,3,4,4,5,Kinesthetic
31,Adult 30+,Female,Undergraduate,Evening,Career Growth,English,3,2,3,4,4,1,1,3,4,2,3,4,3,1,5,Kinesthetic
13,Teen,Female,Postgraduate,Evening,Skill Development,Gujarati,1,4,2,5,1,4,1,1,1,5,2,2,2,3,3,Auditory
20,Young Adult,Other,Undergraduate,Night,Career Growth,Other,4,1,4,1,2,1,5,3,1,3,5,1,2,2,3,Read/Write
8,Child,Other,Primary School,Morning,Career Growth,Gujarati,3,5,3,1,3,5,1,2,3,3,1,4,1,5,1,Auditory
17,Teen,Male,Postgraduate,Evening,Career Growth,Hindi,3,2,5,3,4,2,4,2,3,3,5,1,1,2,3,Read/Write
25,Young Adult,Other,Postgraduate,Evening,Career Growth,English,4,2,1,5,2,1,1,5,3,1,3,4,2,1,4,Kinesthetic
23,Young Adult,Other,Undergraduate,Evening,Skill Development,Other,2,1,5,2,2,1,5,1,1,2,3,3,1,1,3,Read/Write
17,Teen,Male,Primary School,Night,Career Growth,English,2,5,5,3,2,4,2,1,1,4,5,2,2,4,4,Auditory
8,Child,Male,High School,Morning,Skill Development,Gujarati,3,2,1,4,2,2,3,5,1,1,1,4,1,4,3,Kinesthetic
21,Young Adult,Male,Primary School,Morning,Skill Development,English,4,2,5,2,3,4,3,2,3,3,3,4,2,2,4,Read/Write
39,Adult 30+,Other,Primary School,Night,Exams,Hindi,4,3,3,1,1,5,5,2,5,2,5,1,5,1,2,Read/Write
34,Adult 30+,Female,Primary School,Evening,Exams,Other,1,2,4,1,3,1,5,1,4,4,5,4,4,1,5,Read/Write
11,Child,Male,Undergraduate,Morning,Exams,Hindi,1,1,4,4,2,2,2,5,4,2,1,4,1,1,4,Kinesthetic
8,Child,Male,High School,Night,Exams,Gujarati,4,1,2,3,5,3,3,3,3,2,3,4,5,2,4,Visual
33,Adult 30+,Female,PhD,Night,Hobby,Hindi,4,3,3,2,4,5,1,2,5,5,2,3,4,1,3,Visual
11,Child,Male,Primary School,Morning,Career Growth,English,3,1,1,3,3,2,5,3,3,5,1,4,1,3,3,Kinesthetic
20,Young Adult,Other,High School,Evening,Career Growth,Hindi,3,2,2,4,5,2,1,1,4,3,5,5,4,5,1,Visual
17,Teen,Other,Postgraduate,Morning,Exams,Other,1,1,4,1,2,2,3,1,2,4,4,3,3,5,3,Read/Write
34,Adult 30+,Female,PhD,Night,Career Growth,Hindi,4,4,4,1,4,4,4,1,5,3,4,5,5,4,5,Visual
21,Young Adult,Female,Primary School,Afternoon,Skill Development,English,3,2,4,2,1,5,4,5,2,2,3,3,5,4,2,Read/Write
29,Young Adult,Male,Undergraduate,Afternoon,Skill Development,English,3,5,1,2,1,5,5,2,1,4,5,1,5,4,3,Auditory
25,Young Adult,Female,Postgraduate,Morning,Skill Development,Hindi,3,4,4,3,3,5,4,1,1,1,4,2,2,2,2,Read/Write
14,Teen,Other,High School,Morning,Hobby,Other,5,2,5,1,3,5,3,5,3,2,2,2,4,2,2,Visual
31,Adult 30+,Other,Primary School,Night,Hobby,Other,4,4,4,1,4,2,1,1,4,2,1,2,4,1,1,Visual
21,Young Adult,Male,High School,Morning,Skill Development,Other,2,2,4,3,5,5,4,2,2,5,4,2,3,1,2,Read/Write
13,Teen,Other,Postgraduate,Afternoon,Exams,Hindi,4,3,4,3,1,2,4,2,1,2,3,5,5,2,2,Read/Write
31,Adult 30+,Male,Postgraduate,Night,Career Growth,Gujarati,5,3,1,2,5,3,1,1,3,5,5,1,4,5,3,Visual
18,Teen,Female,Undergraduate,Morning,Exams,Other,2,5,5,2,4,3,5,1,2,4,1,1,2,4,2,Auditory
19,Teen,Male,Primary School,Morning,Exams,English,2,3,3,2,4,4,3,2,1,4,5,2,2,5,4,Auditory
34,Adult 30+,Male,High School,Afternoon,Exams,Gujarati,5,4,4,5,1,1,5,2,2,3,4,1,3,2,2,Read/Write
29,Young Adult,Male,Undergraduate,Night,Career Growth,Gujarati,2,5,3,1,3,5,1,3,4,5,1,3,2,4,1,Auditory
12,Child,Other,High School,Afternoon,Exams,Hindi,4,1,5,2,1,1,4,1,1,1,3,1,4,3,1,Read/Write
30,Adult 30+,Other,PhD,Afternoon,Exams,Gujarati,1,2,3,5,3,2,1,3,2,3,2,4,3,1,5,Kinesthetic
11,Child,Male,Primary School,Afternoon,Exams,Hindi,5,1,3,1,5,4,3,5,5,2,2,3,4,3,1,Visual
19,Teen,Female,Undergraduate,Morning,Exams,Hindi,3,5,2,4,4,1,1,3,1,3,2,5,1,2,5,Kinesthetic
29,Young Adult,Other,PhD,Night,Exams,English,3,3,1,5,3,2,2,3,1,2,3,5,5,1,5,Kinesthetic
38,Adult 30+,Female,PhD,Afternoon,Hobby,Gujarati,4,1,4,1,5,3,1,1,3,4,5,2,4,1,2,Visual
34,Adult 30+,Female,Postgraduate,Night,Hobby,Other,5,1,3,4,3,2,5,2,4,3,4,3,1,1,3,Read/Write
22,Young Adult,Female,High School,Night,Skill Development,Other,3,2,5,5,3,1,3,5,3,1,2,1,4,2,1,Visual
23,Young Adult,Other,PhD,Morning,Hobby,Other,4,2,1,3,3,5,1,2,4,2,2,3,5,1,3,Visual
20,Young Adult,Female,Undergraduate,Evening,Hobby,Hindi,5,2,2,4,3,1,1,4,1,2,2,4,4,2,3,Kinesthetic
10,Child,Male,PhD,Evening,Career Growth,Gujarati,4,2,4,5,3,2,3,3,5,5,2,1,5,2,1,Visual
34,Adult 30+,Female,PhD,Afternoon,Career Growth,Other,2,3,4,1,1,1,4,1,5,4,4,2,3,1,2,Read/Write
34,Adult 30+,Male,PhD,Morning,Career Growth,Other,3,3,4,2,2,1,4,3,5,3,4,2,4,1,1,Read/Write
34,Adult 30+,Other,Undergraduate,Night,Hobby,Other,3,2,2,4,2,2,5,4,3,2,1,4,1,2,3,Kinesthetic
38,Adult 30+,Male,PhD,Evening,Exams,Other,3,2,3,3,1,1,2,4,2,4,2,5,1,5,4,Kinesthetic
28,Young Adult,Male,PhD,Morning,Career Growth,English,2,2,4,3,2,1,4,1,2,4,4,3,2,5,2,Read/Write
13,Teen,Other,Primary School,Morning,Career Growth,English,4,4,2,3,1,4,4,2,1,4,3,2,1,4,3,Auditory
34,Adult 30+,Male,Primary School,Night,Exams,Hindi,2,3,2,1,2,3,2,1,1,5,5,5,2,4,1,Auditory
18,Teen,Male,Postgraduate,Night,Hobby,Other,5,4,5,2,5,2,4,5,2,3,5,2,5,1,1,Read/Write
11,Child,Other,Postgraduate,Afternoon,Exams,English,4,1,4,2,3,2,3,1,2,1,4,1,1,1,5,Read/Write
30,Adult 30+,Female,High School,Night,Career Growth,English,2,2,1,4,5,3,2,4,3,3,3,4,1,2,5,Kinesthetic
7,Child,Other,PhD,Afternoon,Skill Development,Gujarati,3,4,3,5,1,2,5,3,4,1,5,3,2,2,3,Read/Write
12,Child,Other,High School,Morning,Hobby,Gujarati,4,5,5,5,1,5,4,5,1,3,2,2,3,4,2,Auditory
32,Adult 30+,Female,PhD,Morning,Hobby,English,4,4,2,4,5,5,1,4,4,5,1,5,1,3,4,Kinesthetic
15,Teen,Female,High School,Night,Skill Development,Hindi,4,5,1,1,1,3,1,1,1,5,2,5,2,5,3,Auditory
30,Adult 30+,Female,Primary School,Afternoon,Skill Development,Gujarati,1,4,4,4,2,3,1,5,1,2,2,5,2,5,5,Kinesthetic
30,Adult 30+,Other,Primary School,Night,Career Growth,Hindi,1,1,5,2,2,1,4,5,2,2,4,5,5,2,2,Read/Write
11,Child,Male,High School,Afternoon,Hobby,Hindi,2,5,2,3,3,4,1,3,3,3,2,4,1,4,1,Auditory
27,Young Adult,Male,PhD,Night,Skill Development,English,5,2,5,2,4,1,2,2,4,1,5,5,4,3,2,Visual
28,Young Adult,Other,Primary School,Morning,Skill Development,Other,1,2,3,3,4,2,4,2,4,1,5,1,4,3,4,Read/Write
37,Adult 30+,Female,Undergraduate,Evening,Exams,Other,2,2,2,4,1,2,1,4,1,3,1,4,2,2,4,Kinesthetic
11,Child,Other,Undergraduate,Evening,Hobby,Hindi,4,1,1,2,4,4,5,1,4,2,4,4,4,2,2,Visual
29,Young Adult,Other,Undergraduate,Morning,Hobby,Gujarati,1,1,5,1,4,1,5,4,1,2,3,1,5,1,1,Read/Write
22,Young Adult,Male,Undergraduate,Night,Career Growth,Hindi,3,1,3,3,5,2,5,5,4,1,1,3,5,4,2,Visual
20,Young Adult,Male,Primary School,Morning,Skill Development,Gujarati,2,3,3,1,1,5,2,1,2,5,2,2,2,3,2,Auditory
18,Teen,Female,PhD,Evening,Hobby,Gujarati,4,5,2,2,5,3,2,1,2,4,1,3,1,5,5,Auditory
7,Child,Other,High School,Night,Career Growth,English,1,3,3,2,3,5,5,5,2,5,5,1,1,2,1,Read/Write
18,Teen,Female,Primary School,Evening,Hobby,Other,4,2,2,4,2,5,2,4,3,2,5,5,2,5,5,Kinesthetic
32,Adult 30+,Female,Undergraduate,Morning,Exams,Gujarati,3,1,2,2,3,2,2,3,4,1,1,1,5,3,1,Visual
13,Teen,Female,Undergraduate,Afternoon,Career Growth,Gujarati,1,5,3,5,5,5,2,1,2,5,5,3,3,4,3,Auditory
24,Young Adult,Other,High School,Night,Exams,Other,4,5,3,2,4,4,1,1,5,1,1,3,5,5,1,Visual
25,Young Adult,Other,High School,Evening,Exams,Other,4,1,5,4,1,3,5,4,1,5,5,1,2,4,3,Read/Write
33,Adult 30+,Other,Undergraduate,Night,Skill Development,Gujarati,5,2,3,3,2,3,2,4,2,5,1,4,1,3,5,Kinesthetic
32,Adult 30+,Female,Postgraduate,Evening,Exams,English,4,2,3,5,5,1,2,1,4,1,1,2,4,1,5,Visual
37,Adult 30+,Male,Undergraduate,Morning,Skill Development,Other,4,4,4,2,3,5,4,2,4,3,3,4,1,3,1,Read/Write
29,Young Adult,Other,Primary School,Evening,Hobby,Hindi,5,1,1,3,1,2,2,3,5,3,1,5,1,4,4,Kinesthetic
32,Adult 30+,Other,Undergraduate,Afternoon,Career Growth,Gujarati,1,3,5,1,2,1,5,1,2,1,4,1,3,1,2,Read/Write
39,Adult 30+,Male,PhD,Evening,Hobby,English,4,5,1,5,5,2,2,2,4,1,3,2,5,1,5,Visual
23,Young Adult,Female,Undergraduate,Morning,Career Growth,Gujarati,1,3,5,4,1,3,4,3,2,4,4,2,1,2,1,Read/Write
32,Adult 30+,Other,Primary School,Night,Career Growth,Gujarati,5,1,2,1,5,2,1,2,5,5,5,3,4,1,1,Visual
12,Child,Male,High School,Evening,Career Growth,Other,1,2,2,3,2,4,3,5,4,1,3,4,3,3,4,Kinesthetic
12,Child,Other,Primary School,Evening,Skill Development,Other,2,5,1,5,3,2,3,3,3,4,4,5,1,3,4,Kinesthetic
31,Adult 30+,Female,PhD,Night,Career Growth,Hindi,4,4,4,1,4,1,4,4,2,4,5,2,1,1,2,Read/Write
29,Young Adult,Other,Postgraduate,Night,Hobby,Gujarati,2,3,3,4,2,2,2,4,2,5,2,4,2,5,5,Kinesthetic
16,Teen,Male,PhD,Morning,Exams,English,5,2,2,1,4,5,2,5,5,5,2,1,4,5,2,Visual
37,Adult 30+,Other,Undergraduate,Afternoon,Hobby,English,1,5,1,2,2,5,2,3,3,3,1,3,3,3,3,Auditory
7,Child,Other,Primary School,Morning,Career Growth,Hindi,5,2,5,1,4,1,3,1,5,1,2,1,4,4,1,Visual
16,Teen,Other,Undergraduate,Afternoon,Skill Development,Other,2,5,5,1,3,2,4,2,4,5,4,4,3,4,2,Read/Write
22,Young Adult,Female,High School,Evening,Hobby,Hindi,4,3,4,4,3,5,1,2,5,1,2,5,3,1,4,Visual
7,Child,Female,Postgraduate,Evening,Exams,Gujarati,4,1,2,4,5,1,1,3,5,2,3,1,4,2,2,Visual
33,Adult 30+,Other,Postgraduate,Evening,Hobby,English,3,3,5,4,3,2,5,2,2,2,4,2,2,1,3,Read/Write
34,Adult 30+,Other,Primary School,Evening,Career Growth,English,5,2,5,4,2,5,3,5,1,5,1,5,1,2,4,Kinesthetic
37,Adult 30+,Female,Undergraduate,Afternoon,Skill Development,English,5,2,2,5,2,1,3,4,1,2,1,3,5,1,5,Kinesthetic
39,Adult 30+,Female,PhD,Evening,Exams,English,1,5,2,3,3,4,2,3,3,4,1,1,5,5,4,Auditory
19,Teen,Male,Postgraduate,Afternoon,Hobby,Other,2,2,5,1,3,4,3,4,5,1,4,4,5,1,5,Read/Write
34,Adult 30+,Male,Primary School,Evening,Exams,Gujarati,3,1,2,5,2,5,5,5,1,1,2,3,4,2,4,Kinesthetic
33,Adult 30+,Female,PhD,Morning,Hobby,Hindi,3,4,3,1,3,1,2,3,5,4,2,1,3,1,2,Visual
37,Adult 30+,Other,Postgraduate,Afternoon,Hobby,Other,2,3,1,2,4,4,3,2,4,4,3,5,5,5,1,Auditory
27,Young Adult,Male,Primary School,Afternoon,Skill Development,Gujarati,4,3,1,2,2,5,2,1,2,4,1,1,2,5,1,Auditory
40,Adult 30+,Female,PhD,Morning,Skill Development,Gujarati,4,5,4,2,2,3,3,2,1,5,3,2,1,3,1,Auditory
20,Young Adult,Male,Postgraduate,Night,Hobby,Other,2,3,3,4,5,3,4,3,2,2,5,4,2,1,3,Kinesthetic
39,Adult 30+,Female,Postgraduate,Afternoon,Hobby,Gujarati,3,5,5,5,3,5,3,1,2,4,1,2,3,3,1,Auditory
26,Young Adult,Male,Undergraduate,Morning,Exams,Other,5,1,3,4,3,2,1,3,3,1,3,4,4,2,3,Kinesthetic
37,Adult 30+,Male,Postgraduate,Morning,Skill Development,English,1,1,3,5,4,5,2,4,3,1,3,4,3,3,4,Kinesthetic
19,Teen,Female,Postgraduate,Evening,Skill Development,Other,1,5,1,3,5,5,3,4,1,4,2,3,3,3,2,Auditory
34,Adult 30+,Female,Primary School,Morning,Career Growth,Hindi,5,1,5,2,1,1,4,3,4,3,4,1,3,3,1,Read/Write
39,Adult 30+,Female,PhD,Morning,Career Growth,English,2,1,4,1,2,1,4,1,1,3,4,1,2,3,3,Read/Write
31,Adult 30+,Male,High School,Afternoon,Hobby,Other,2,3,2,5,4,1,2,4,1,2,2,4,1,2,4,Kinesthetic
17,Teen,Female,Postgraduate,Evening,Hobby,Gujarati,2,1,1,5,4,5,2,5,5,3,2,4,2,1,5,Kinesthetic
18,Teen,Female,Undergraduate,Evening,Hobby,English,4,1,5,2,5,2,3,2,4,1,5,2,3,4,5,Read/Write
15,Teen,Male,PhD,Afternoon,Career Growth,Hindi,1,1,2,5,2,3,1,4,2,2,1,4,4,2,5,Kinesthetic
18,Teen,Male,High School,Afternoon,Exams,English,1,3,5,3,2,2,2,3,1,2,1,3,2,2,5,Kinesthetic
23,Young Adult,Male,High School,Evening,Skill Development,Hindi,2,4,2,1,3,5,2,2,2,5,2,1,1,4,2,Auditory
19,Teen,Female,Primary School,Evening,Skill Development,Gujarati,4,1,2,2,4,5,1,2,5,3,1,2,4,4,1,Visual
20,Young Adult,Female,Primary School,Afternoon,Hobby,English,1,5,2,4,4,4,5,1,3,5,1,4,2,4,2,Auditory
27,Young Adult,Male,High School,Evening,Skill Development,English,1,1,1,5,5,2,3,5,2,1,1,3,2,1,4,Kinesthetic
33,Adult 30+,Female,Undergraduate,Afternoon,Exams,English,1,3,2,4,3,3,2,4,2,2,2,5,3,1,4,Kinesthetic
27,Young Adult,Other,Undergraduate,Evening,Hobby,Gujarati,1,3,5,5,1,2,5,4,1,2,3,2,3,2,3,Read/Write
31,Adult 30+,Female,PhD,Afternoon,Hobby,Hindi,5,1,3,2,5,1,2,2,5,1,2,2,4,4,2,Visual
8,Child,Other,Primary School,Afternoon,Hobby,Other,5,4,5,4,1,2,3,5,3,2,2,5,4,1,5,Kinesthetic
35,Adult 30+,Female,Undergraduate,Night,Career Growth,Hindi,5,4,1,3,5,4,1,1,2,5,3,3,2,4,2,Auditory
22,Young Adult,Female,High School,Evening,Hobby,Hindi,2,1,3,1,3,4,3,4,1,1,5,2,2,2,3,Read/Write
25,Young Adult,Other,PhD,Morning,Hobby,English,1,3,3,1,3,4,1,5,2,3,1,3,5,5,1,Auditory
16,Teen,Female,High School,Afternoon,Exams,English,2,4,5,4,2,4,2,1,4,4,4,2,2,3,2,Auditory
11,Child,Other,PhD,Morning,Skill Development,Other,1,1,4,1,3,5,5,1,2,1,4,4,2,2,1,Read/Write
38,Adult 30+,Female,High School,Afternoon,Career Growth,Other,4,1,3,5,2,5,3,5,4,4,1,5,3,1,5,Kinesthetic
38,Adult 30+,Other,Undergraduate,Evening,Exams,English,5,3,2,1,3,1,2,5,4,5,4,3,5,2,2,Visual
19,Teen,Female,PhD,Evening,Exams,Other,5,2,1,3,5,2,2,3,3,4,2,3,3,1,1,Visual
40,Adult 30+,Male,High School,Night,Exams,Hindi,2,4,4,2,3,1,5,3,1,3,5,3,2,2,2,Read/Write
8,Child,Male,High School,Night,Exams,Other,3,2,4,5,1,2,5,4,4,4,4,5,3,2,2,Read/Write
39,Adult 30+,Other,Primary School,Afternoon,Exams,English,4,2,1,5,5,1,5,2,3,3,3,3,5,1,4,Visual
28,Young Adult,Male,Undergraduate,Afternoon,Career Growth,Hindi,5,1,4,5,4,2,5,3,5,3,1,2,3,1,2,Visual
7,Child,Male,Primary School,Evening,Hobby,English,5,1,1,2,5,1,2,2,5,1,1,2,5,1,1,Visual
32,Adult 30+,Female,Undergraduate,Night,Exams,Gujarati,1,4,2,4,2,5,1,2,5,5,5,2,2,5,4,Auditory
10,Child,Other,Postgraduate,Afternoon,Hobby,Other,5,3,3,2,4,3,3,2,3,1,2,2,5,1,1,Visual
17,Teen,Other,Primary School,Night,Skill Development,Other,4,3,5,4,2,2,4,5,1,2,5,1,1,2,2,Read/Write
12,Child,Male,High School,Night,Skill Development,Hindi,5,2,5,4,2,1,4,3,2,1,1,3,2,3,4,Kinesthetic
24,Young Adult,Male,Postgraduate,Afternoon,Exams,Hindi,4,1,2,2,3,2,5,3,5,5,4,2,4,1,2,Visual
22,Young Adult,Female,Undergraduate,Morning,Exams,Other,1,5,4,3,4,5,2,1,2,5,3,5,2,4,2,Auditory
18,Teen,Female,High School,Evening,Hobby,Other,2,1,4,2,1,2,4,1,2,3,5,2,5,2,5,Read/Write
20,Young Adult,Female,Primary School,Afternoon,Skill Development,English,1,1,3,5,2,1,2,5,1,2,5,4,1,5,5,Kinesthetic
21,Young Adult,Male,High School,Afternoon,Skill Development,Gujarati,5,1,2,3,3,3,2,1,4,2,3,3,3,4,2,Visual
18,Teen,Male,PhD,Afternoon,Hobby,Gujarati,2,3,5,3,1,4,4,2,5,3,5,2,3,1,1,Read/Write
34,Adult 30+,Female,Undergraduate,Afternoon,Career Growth,Hindi,3,4,2,3,1,3,1,3,3,4,4,2,4,5,2,Auditory
29,Young Adult,Male,Undergraduate,Night,Career Growth,Hindi,4,1,1,4,3,3,2,1,4,1,1,1,5,3,3,Visual
37,Adult 30+,Other,Primary School,Evening,Exams,English,3,4,2,5,1,2,1,4,2,3,2,3,2,4,3,Kinesthetic
28,Young Adult,Other,Undergraduate,Morning,Hobby,English,4,3,3,3,4,3,5,2,1,1,5,1,5,2,3,Read/Write
9,Child,Other,Postgraduate,Evening,Exams,English,2,3,5,5,3,5,3,1,1,5,1,2,5,4,1,Auditory
35,Adult 30+,Male,Postgraduate,Morning,Exams,Gujarati,4,3,2,3,4,1,3,5,5,1,4,1,5,1,3,Visual
33,Adult 30+,Other,High School,Evening,Hobby,English,1,3,2,2,3,5,1,2,1,5,3,1,2,3,2,Auditory
8,Child,Other,High School,Morning,Exams,Gujarati,1,4,1,2,5,4,2,2,4,4,1,4,2,4,3,Auditory
39,Adult 30+,Other,PhD,Afternoon,Hobby,English,4,1,1,3,2,1,1,5,1,1,5,4,1,3,3,Kinesthetic
32,Adult 30+,Female,High School,Afternoon,Hobby,Hindi,5,1,1,1,5,3,1,1,3,3,1,2,3,1,3,Visual
22,Young Adult,Male,Undergraduate,Morning,Skill Development,English,2,3,1,3,3,4,5,1,1,3,3,1,2,5,3,Auditory
34,Adult 30+,Female,High School,Evening,Career Growth,Other,3,4,1,3,3,5,2,3,3,3,4,2,1,4,1,Auditory
20,Young Adult,Female,High School,Evening,Career Growth,Hindi,1,5,1,1,2,3,2,5,2,3,4,2,3,4,2,Auditory
8,Child,Other,Postgraduate,Afternoon,Hobby,Hindi,3,3,1,4,3,3,1,3,5,3,3,5,3,2,1,Visual
34,Adult 30+,Male,Primary School,Night,Hobby,English,1,4,1,1,5,5,2,1,1,5,2,2,2,4,3,Auditory
15,Teen,Female,High School,Night,Skill Development,English,3,2,5,2,2,2,5,2,2,1,4,3,4,1,2,Read/Write
38,Adult 30+,Female,Postgraduate,Morning,Hobby,Hindi,5,1,3,3,5,3,1,2,5,5,3,2,4,3,3,Visual
37,Adult 30+,Female,High School,Morning,Skill Development,English,4,3,4,4,3,3,3,5,3,1,1,4,4,2,3,Visual
40,Adult 30+,Other,PhD,Evening,Hobby,Hindi,1,5,4,4,3,1,3,4,5,4,4,2,3,2,1,Read/Write
29,Young Adult,Female,Postgraduate,Afternoon,Hobby,English,4,3,3,2,4,1,1,2,5,2,2,2,4,2,1,Visual
20,Young Adult,Other,Undergraduate,Afternoon,Career Growth,Other,2,5,1,2,5,5,3,1,3,4,2,4,1,5,3,Auditory
11,Child,Other,Postgraduate,Evening,Hobby,Hindi,2,4,3,4,2,4,4,3,3,5,2,2,1,4,2,Auditory
38,Adult 30+,Male,High School,Morning,Career Growth,Other,3,2,1,5,1,1,1,5,2,1,1,5,2,4,5,Kinesthetic
9,Child,Male,Undergraduate,Afternoon,Exams,English,4,1,4,2,3,1,2,1,4,2,3,3,4,2,1,Visual
17,Teen,Male,Postgraduate,Afternoon,Hobby,Other,1,3,1,2,5,4,5,1,3,4,2,3,3,4,2,Auditory
37,Adult 30+,Other,Primary School,Evening,Hobby,Other,1,3,3,4,3,4,3,5,1,4,1,3,2,2,4,Kinesthetic
7,Child,Female,High School,Morning,Hobby,Hindi,3,2,1,5,1,1,3,3,2,3,3,4,1,5,4,Kinesthetic
9,Child,Male,Primary School,Night,Hobby,Other,1,3,1,1,2,4,2,2,1,3,2,1,1,3,2,Auditory
34,Adult 30+,Female,PhD,Night,Skill Development,Gujarati,3,2,5,3,2,4,3,1,4,5,4,5,1,1,3,Read/Write
32,Adult 30+,Other,High School,Afternoon,Exams,Hindi,5,3,2,1,3,2,3,4,4,4,1,4,5,1,2,Visual
19,Teen,Other,High School,Morning,Career Growth,Gujarati,5,4,2,1,4,5,1,1,3,3,1,3,4,2,2,Visual
32,Adult 30+,Male,High School,Night,Hobby,English,1,2,3,2,2,3,4,1,2,1,5,2,2,3,1,Read/Write
8,Child,Male,Undergraduate,Evening,Skill Development,Gujarati,4,3,2,2,5,4,1,1,4,2,5,1,4,2,2,Visual
36,Adult 30+,Other,High School,Night,Skill Development,Gujarati,4,2,5,1,5,3,3,1,5,5,3,3,4,4,1,Visual
22,Young Adult,Female,High School,Morning,Career Growth,Hindi,2,4,3,2,1,2,4,1,2,3,4,3,1,2,3,Read/Write
16,Teen,Female,Primary School,Morning,Career Growth,English,2,5,4,5,5,1,5,1,2,1,4,1,2,3,3,Read/Write
21,Young Adult,Female,PhD,Morning,Skill Development,Other,4,2,4,4,3,2,2,2,5,3,5,4,5,5,2,Visual
33,Adult 30+,Male,High School,Afternoon,Hobby,Gujarati,5,2,2,2,3,1,1,2,3,3,3,1,3,2,4,Visual
12,Child,Male,High School,Morning,Skill Development,Other,2,4,2,2,1,5,2,4,1,5,4,2,1,4,2,Auditory
20,Young Adult,Female,Undergraduate,Night,Career Growth,English,3,2,5,1,4,5,4,3,2,4,5,4,4,4,5,Read/Write
22,Young Adult,Female,High School,Night,Career Growth,Other,2,3,5,1,3,2,4,1,2,3,5,1,1,1,1,Read/Write
21,Young Adult,Other,Undergraduate,Morning,Hobby,Hindi,4,2,3,2,5,3,2,4,3,4,3,2,4,2,3,Visual
7,Child,Other,PhD,Evening,Hobby,English,1,1,2,4,2,1,3,4,5,3,2,4,2,1,5,Kinesthetic
